READ_CODE|TERM_60|TERM_ID|DESC_TYPE|RELEASE
ieF..|MORE SUPPLEMENT & COMPLETE FOODS [10]|yz5ht|P|2012-10-01
ieF1.|VITAJOULE powder 500g|yz5hu|P|2012-10-01
ieFL.|INFATRINI liquid 200mL|yz5uY|P|2012-10-01
ieF3.|VITAJOULE powder 25kg|yz5hw|P|2012-10-01
ieF4.|PAEDIASURE PLUS FIBRE banana liquid 200mL|yz5je|P|2012-10-01
ieF5.|PAEDIASURE PLUS FIBRE strawberry liquid 200mL|yz5jf|P|2012-10-01
ieF6.|FRESUBIN 2KCAL apricot-peach liquid 200mL|yz5qV|P|2012-10-01
ieF7.|FRESUBIN 2KCAL cappuccino liquid 200mL|yz5qW|P|2012-10-01
ieF8.|FRESUBIN 2KCAL neutral liquid 200mL|yz5qX|P|2012-10-01
ieF9.|FRESUBIN 2KCAL toffee liquid 200mL|yz5qY|P|2012-10-01
ieFA.|FRESUBIN 2KCAL FIBRE lemon liquid 200mL|yz5qZ|P|2012-10-01
ieFB.|FRESUBIN 2KCAL FIBRE cappuccino liquid 200mL|yz5qa|P|2012-10-01
ieFC.|FRESUBIN 2KCAL FIBRE vanilla liquid 200mL|yz5qb|P|2012-10-01
ieFD.|RESOURCE OPTIFIBRE powder 250g|yz5qc|P|2012-10-01
ieFE.|RESOURCE OPTIFIBRE 10g/sachet powder|yz5qd|P|2012-10-01
ieFF.|FRESUBIN 2KCAL FIBRE neutral liquid 200mL|yz5qe|P|2012-10-01
ieFG.|FRESUBIN 2KCAL FIBRE apricot-peach liquid 200mL|yz5qf|P|2012-10-01
ieFH.|TWOCAL unflavoured liquid 1L (ready to hang)|yz5qg|P|2012-10-01
ieFI.|VITAL 1.5KCAL vanilla liquid 200mL|yz5ro|P|2012-10-01
ieFJ.|VITAL 1.5KCAL vanilla liquid 1L (ready to hang)|yz5rp|P|2012-10-01
ieFK.|NUTRISON 800 COMPLETE MULTIFIBRE liquid 1L(bag)|yz5uX|P|2012-10-01
ieF2.|VITAJOULE powder 2.5kg|yz5hv|P|2012-10-01
ieEz.|FRESUBIN YOCREME biscuit yoghurt style dessert 125g|yz5hs|P|2012-10-01
ieEp.|FRESUBIN CREME chocolate dessert 125g|yz5hj|P|2012-10-01
ieEq.|FRESUBIN CREME praline dessert 125g|yz5hk|P|2012-10-01
ieEr.|FRESUBIN 1500 COMPLETE liquid 1.5L(bag)|yz5hl|P|2012-10-01
ieEt.|SURVIMED OPD liquid 1L(bag)|yz5hm|P|2012-10-01
ieEu.|SURVIMED OPD vanilla liquid 200mL|yz5hn|P|2012-10-01
ieEv.|FRESUBIN YOCREME neutral yoghurt style dessert 125g|yz5ho|P|2012-10-01
ieEw.|FRESUBIN YOCREME lemon yoghurt style dessert 125g|yz5hp|P|2012-10-01
ieEx.|FRESUBIN YOCREME apricot+peach yoghurt style dessert 125g|yz5hq|P|2012-10-01
ieEy.|FRESUBIN YOCREME raspberry yoghurt style dessert 125g|yz5hr|P|2012-10-01
idcT.|PEPTAMEN JUNIOR ADVANCE liquid 500mL|yz5qP|P|2012-10-01
ga9y.|ULIPRISTAL ACETATE 5mg tablets|yz5uF|P|2012-10-01
ga92.|ESMYA 5mg tablets|yz5uE|P|2012-10-01
g83H.|ELEVIN tablets|yz5jX|P|2012-10-01
aa95.|BUDESONIDE 9mg/sachet gastro-resistant granules|yz5kY|P|2012-10-01
aa94.|BUDENOFALK 9mg/sachet gastro-resistant granules|yz5kX|P|2012-10-01
fo74.|ZOMETA 4mg/100mL solution for infusion|yz5hX|P|2012-10-01
fo7w.|ZOLEDRONIC ACID 4mg/100mL solution for infusion|yz5hY|P|2012-10-01
fu34.|TERIPARATIDE 250mcg/mL solution for inj prefilled pen 2.4mL|yz5q8|P|2012-10-01
fu33.|FORSTEO 250micrograms/mL soln for inj prefilled pen 2.4mL|yz5q7|P|2012-10-01
fk1j.|OVITRELLE 250micrograms/0.5mL solution for injection p/f pen|yz5rX|P|2012-10-01
fk1k.|CHORIOGONADOTROPIN ALFA 250micrograms/0.5mL injection pen|yz5rY|P|2012-10-01
ft83.|JANUVIA 25mg tablets|yz5uB|P|2012-10-01
ft8y.|SITAGLIPTIN 50mg tablets|yz5uD|P|2012-10-01
ft82.|JANUVIA 50mg tablets|yz5uA|P|2012-10-01
ft8x.|SITAGLIPTIN 25mg tablets|yz5uC|P|2012-10-01
bs62.|XARELTO 15mg tablets|yz5kb|P|2012-10-01
bs6x.|RIVAROXABAN 20mg tablets|yz5kd|P|2012-10-01
bs6y.|RIVAROXABAN 15mg tablets|yz5ke|P|2012-10-01
bs63.|XARELTO 20mg tablets|yz5kc|P|2012-10-01
h3H..|TEGAFUR|yz5uG|P|2012-10-01
h3H1.|TEYSUNO 15mg/4.35mg/11.8mg capsules|yz5uH|P|2012-10-01
h3H4.|TEGAFUR+GIMERACIL+OTERACIL 20mg/5.8mg/15.8mg capsules|yz5uK|P|2012-10-01
h3H3.|TEGAFUR+GIMERACIL+OTERACIL 15mg/4.35mg/11.8mg capsules|yz5uJ|P|2012-10-01
h3H2.|TEYSUNO 20mg/5.8mg/15.8mg capsules|yz5uI|P|2012-10-01
h5F8.|POTACTASOL 4mg powder for conc for solution for infusion|yz5qB|P|2012-10-01
h5F9.|POTACTASOL 1mg powder for conc for solution for infusion|yz5qC|P|2012-10-01
hhX..|CATUMAXOMAB|yz5jZ|P|2012-10-01
hhX1.|REMOVAB 50mcg/0.5mL concentrate for soln for infusion pfs|yz5ja|P|2012-10-01
hhX4.|CATUMAXOMAB 10mcg/0.1mL conc for solution for infusion pfs|yz5jd|P|2012-10-01
hhX3.|REMOVAB 10mcg/0.1mL concentrate for soln for infusion pfs|yz5jc|P|2012-10-01
hhX2.|CATUMAXOMAB 50mcg/0.5mL conc for solution for infusion pfs|yz5jb|P|2012-10-01
hhY..|VEMURAFENIB|yz5rZ|P|2012-10-01
hhY2.|VEMURAFENIB 240mg tablets|yz5rb|P|2012-10-01
hhY1.|ZELBORAF 240mg tablets|yz5ra|P|2012-10-01
hhQ3.|VOTUBIA 2.5mg tablets|yz5hZ|P|2012-10-01
hhQx.|EVEROLIMUS 2.5mg tablets|yz5hb|P|2012-10-01
hhQ4.|VOTUBIA 5mg tablets|yz5ha|P|2012-10-01
hhZ..|VANDETANIB|yz5rc|P|2012-10-01
hhZ1.|CAPRELSA 100mg tablets|yz5rd|P|2012-10-01
hhZ4.|VANDETANIB 300mg tablets|yz5rg|P|2012-10-01
hhZ3.|CAPRELSA 300mg tablets|yz5rf|P|2012-10-01
hhZ2.|VANDETANIB 100mg tablets|yz5re|P|2012-10-01
h896.|ETANERCEPT 10mg powder+solvent for solution for injection|yz5kl|P|2012-10-01
h89t.|ENBREL 10mg powder+solvent for solution for injection|yz5km|P|2012-10-01
n47D.|FLUENZ nasal suspension 0.2mL|yz5kv|P|2012-10-01
n47E.|INFLUENZA VACCINE (LIVE ATTENUATED) nasal suspension 0.2mL|yz5kw|P|2012-10-01
n4v4.|ZOSTAVAX pdr+solvent for suspension for injection pfs 0.65mL|yz5qt|P|2012-10-01
n567.|GAMUNEX 20g/200mL solution for infusion|yz5jp|P|2012-10-01
n565.|GAMUNEX 5g/50mL solution for infusion|yz5jn|P|2012-10-01
n566.|GAMUNEX 10g/100mL solution for infusion|yz5jo|P|2012-10-01
n564.|GAMUNEX 1g/10mL solution for infusion|yz5jm|P|2012-10-01
ds3C.|XEOMIN 50units powder for solution for injection|yz5jR|P|2012-10-01
b164.|DIGOXIN IMMUNE FAB (ovine) 40mg powder for soln for infusion|yz5jI|P|2012-10-01
b163.|DIGIFAB 40mg powder for solution for infusion|yz5jH|P|2012-10-01
mb2L.|LINICIN lotion 15 min 100mL|yz5jl|P|2012-10-01
yz3i.|2011-12-01            WHALIGOE|yz5jD|P|2012-10-01
yz3j.|2012-01-01            CAITLYNN|yz5kU|P|2012-10-01
yz3k.|2012-02-01            CARLOTTA|yz5pk|P|2012-10-01
yz3l.|2012-03-01            CAROLINE|yz5rV|P|2012-10-01
yz3m.|2012-04-01            CASANDRA|yz5u2|P|2012-10-01
yz3n.|2012-05-01            CATHLEEN|yz5vQ|P|2012-10-01
k78..|TROPICAMIDE+PHENYLEPHRINE|yz5hx|P|2012-10-01
k782.|TROPICAMIDE+PHENYLEPHRINE HCL 0.28mg/5.4mg ophthalmic insert|yz5hz|P|2012-10-01
k781.|MYDRIASERT 0.28mg/5.4mg ophthalmic insert|yz5hy|P|2012-10-01
pQ6g.|DERMASILK 7-10 years girls briefs|yz5lG|P|2012-10-01
pQ6a.|DERMASILK extra small/small adult male boxer shorts|yz5lA|P|2012-10-01
pQ6b.|DERMASILK medium/large adult male boxer shorts|yz5lB|P|2012-10-01
pQ6c.|DERMASILK x.large/xx.large adult male boxer shorts|yz5lC|P|2012-10-01
pQ6d.|DERMASILK 3-6 years boys briefs|yz5lD|P|2012-10-01
pQ6e.|DERMASILK 7-10 years boys briefs|yz5lE|P|2012-10-01
pQ6f.|DERMASILK 3-6 years girls briefs|yz5lF|P|2012-10-01
p5vz.|JOBST COMPRIFORE 18cm-25cm 4 layer compression bandage kit|yz5sD|P|2012-10-01
puqJ.|MENDOR DISCREET blood glucose meter|yz5vB|P|2012-10-01
puqF.|GLUCOLAB blood glucose meter|yz5pe|P|2012-10-01
puqG.|ELEMENT blood glucose meter|yz5pf|P|2012-10-01
puqH.|BGSTAR blood glucose meter|yz5rC|P|2012-10-01
puqI.|CONTOUR XT blood glucose meter|yz5vA|P|2012-10-01
purC.|MENDOR DISCREET blood glucose testing strip cartridge|yz5vD|P|2012-10-01
pur8.|GLUCOLAB blood glucose testing strip|yz5pg|P|2012-10-01
pur9.|ELEMENT blood glucose testing strip|yz5ph|P|2012-10-01
purA.|BGSTAR blood glucose testing strip|yz5rD|P|2012-10-01
purB.|CONTOUR NEXT blood glucose testing strip|yz5vC|P|2012-10-01
pA3i.|INDEPENDENCE VAP1 wound drainage bags and dressings|yz5il|P|2012-10-01
pA98.|MEPILEX BORDER SACRUM 15cmx15cm silicone dressing|yz5l9|P|2012-10-01
pA8K.|VAC VIA 7-day kit|yz5v7|P|2012-10-01
pA8J.|PICO 10cmx20cm dressing|yz5im|P|2012-10-01
pgE..|GELLHORN PESSARY|yz5tb|P|2012-10-01
pgE1.|MILEX 38mm silicone gellhorn pessary|yz5tc|P|2012-10-01
pgEK.|MILEX 95mm silicone short stem gellhorn pessary|yz5tv|P|2012-10-01
pgE3.|MILEX 51mm silicone gellhorn pessary|yz5te|P|2012-10-01
pgE4.|MILEX 57mm silicone gellhorn pessary|yz5tf|P|2012-10-01
pgE5.|MILEX 64mm silicone gellhorn pessary|yz5tg|P|2012-10-01
pgE6.|MILEX 70mm silicone gellhorn pessary|yz5th|P|2012-10-01
pgE7.|MILEX 76mm silicone gellhorn pessary|yz5ti|P|2012-10-01
pgE8.|MILEX 83mm silicone gellhorn pessary|yz5tj|P|2012-10-01
pgE9.|MILEX 89mm silicone gellhorn pessary|yz5tk|P|2012-10-01
pgEA.|MILEX 95mm silicone gellhorn pessary|yz5tl|P|2012-10-01
pgEB.|MILEX 38mm silicone short stem gellhorn pessary|yz5tm|P|2012-10-01
pgEC.|MILEX 44mm silicone short stem gellhorn pessary|yz5tn|P|2012-10-01
pgED.|MILEX 51mm silicone short stem gellhorn pessary|yz5to|P|2012-10-01
pgEE.|MILEX 57mm silicone short stem gellhorn pessary|yz5tp|P|2012-10-01
pgEF.|MILEX 64mm silicone short stem gellhorn pessary|yz5tq|P|2012-10-01
pgEG.|MILEX 70mm silicone short stem gellhorn pessary|yz5tr|P|2012-10-01
pgEH.|MILEX 76mm silicone short stem gellhorn pessary|yz5ts|P|2012-10-01
pgEI.|MILEX 83mm silicone short stem gellhorn pessary|yz5tt|P|2012-10-01
pgEJ.|MILEX 89mm silicone short stem gellhorn pessary|yz5tu|P|2012-10-01
pgE2.|MILEX 44mm silicone gellhorn pessary|yz5td|P|2012-10-01
ph8b.|OMNICAN FINE 6mmx0.25mm(31gauge) pen needle|yz5r3|P|2012-10-01
ph8c.|OMNICAN FINE 8mmx0.25mm(31gauge) pen needle|yz5r4|P|2012-10-01
ph8d.|OMNICAN FINE 10mmx0.3mm(30gauge) pen needle|yz5r5|P|2012-10-01
ph8e.|OMNICAN FINE 12mmx0.33mm(29gauge) pen needle|yz5r6|P|2012-10-01
ph8f.|MYLIFE CLICKFINE 4.5mmx0.25mm(31gauge) pen needle|yz5r7|P|2012-10-01
ph8g.|UNIFINE PENTIPS 5mm(31gauge) needle|yz5tw|P|2012-10-01
ph8h.|UNIFINE PENTIPS PLUS 5mm(31gauge) needle+remover|yz5tx|P|2012-10-01
ph8i.|UNIFINE PENTIPS PLUS 6mm(31gauge) needle+remover|yz5ty|P|2012-10-01
ph8j.|UNIFINE PENTIPS PLUS 8mm(31gauge) needle+remover|yz5tz|P|2012-10-01
ph8k.|UNIFINE PENTIPS PLUS 12mm(29gauge) needle+remover|yz5u0|P|2012-10-01
ph8l.|BD AUTOSHIELD DUO 5mm(30gauge) pen needle|yz5u1|P|2012-10-01
pm24.|INSUJET 012003GBSP start pack needle-free drug delivery sys|yz5pY|P|2012-10-01
pm29.|INSUJET 01207GB1510 10mL vial adaptor pack|yz5pd|P|2012-10-01
pm26.|INSUJET 012007GBSP start pack needle-free drug delivery sys|yz5pa|P|2012-10-01
pm27.|INSUJET 012070GB15 nozzle and piston pack|yz5pb|P|2012-10-01
pm28.|INSUJET 012071GB1503 3mL cartridge adaptor pack|yz5pc|P|2012-10-01
pm25.|INSUJET 012005GBSP start pack needle-free drug delivery sys|yz5pZ|P|2012-10-01
pN57.|JOBST ELVAREX SOFT L3-08-08 C3(34-46mmHg) mtm body bandage|yz5qx|P|2012-10-01
pN4N.|JOBST ELVAREX SOFT L-A008S non-std colour for lower limb gmt|yz5qu|P|2012-10-01
pN4O.|JOBST ELVAREX SOFT U-A007S non-std colour for upper limb gmt|yz5qv|P|2012-10-01
pN4P.|JOBST ELVAREX SOFT U1-A015 C1(14-18mmHg) mtm seamless finger|yz5qw|P|2012-10-01
pgA6.|MILEX size 0/44mm silicone ring pessary|yz5tR|P|2012-10-01
pgA7.|MILEX size 1/51mm silicone ring pessary|yz5tS|P|2012-10-01
pgA8.|MILEX size 2/57mm silicone ring pessary|yz5tT|P|2012-10-01
pgA9.|MILEX size 3/64mm silicone ring pessary|yz5tU|P|2012-10-01
pgAF.|MILEX size 9/102mm silicone ring pessary|yz5ta|P|2012-10-01
pgAB.|MILEX size 5/76mm silicone ring pessary|yz5tW|P|2012-10-01
pgAC.|MILEX size 6/83mm silicone ring pessary|yz5tX|P|2012-10-01
pgAD.|MILEX size 7/89mm silicone ring pessary|yz5tY|P|2012-10-01
pgAE.|MILEX size 8/95mm silicone ring pessary|yz5tZ|P|2012-10-01
pgAA.|MILEX size 4/70mm silicone ring pessary|yz5tV|P|2012-10-01
pp6..|PRESSURE RELIEF/LOW FRICTION DEVICE|yz5it|P|2012-10-01
pp61.|ADERMA standard heel protective pad|yz5iu|P|2012-10-01
pp62.|ADERMA extra large heel protective pad|yz5iv|P|2012-10-01
pp63.|ADERMA sacrum/ankle wrap protective pad|yz5iw|P|2012-10-01
pp68.|ADERMA 30cmx5cmx0.3cm strip protective pad|yz5j1|P|2012-10-01
pp65.|ADERMA 10cmx10cmx1.2cm sheet protective pad|yz5iy|P|2012-10-01
pp66.|ADERMA 20cmx20cmx0.3cm sheet protective pad|yz5iz|P|2012-10-01
pp67.|ADERMA 50cmx2.5cmx0.3cm strip protective pad|yz5j0|P|2012-10-01
pp64.|ADERMA 10cmx10cmx0.3cm sheet protective pad|yz5ix|P|2012-10-01
p5w6.|3M KIND REMOVAL 5cmx5m silicone tape|yz5l8|P|2012-10-01
p5w5.|3M KIND REMOVAL 2.5cmx5m silicone tape|yz5l7|P|2012-10-01
p1Fz.|ALGICELL AG 1.9cmx30.5cm dressing|yz5iA|P|2012-10-01
p1LS.|MEDIHONEY ANTIBACTERIAL HONEY APINATE 5cmx5cm dressing|yz5iB|P|2012-10-01
p1LU.|MEDIHONEY barrier cream 2g sachet|yz5sC|P|2012-10-01
p1LT.|MEDIHONEY ANTIBACTERIAL HONEY APINATE 1.9cmx30cm dressing|yz5iC|P|2012-10-01
mn7R.|CUTIMED SORBACT HYDROACTIVE 14cmx24cm dressing|yz5s4|P|2012-10-01
mn77.|DURAFIBER 5cmx5cm dressing|yz5i3|P|2012-10-01
mn78.|DURAFIBER 10cmx10cm dressing|yz5i4|P|2012-10-01
mn79.|DURAFIBER 15cmx15cm dressing|yz5i5|P|2012-10-01
mn7A.|DURAFIBER 4cmx10cm dressing|yz5i6|P|2012-10-01
mn7B.|DURAFIBER 4cmx20cm dressing|yz5i7|P|2012-10-01
mn7C.|DURAFIBER 4cmx30cm dressing|yz5i8|P|2012-10-01
mn7D.|DURAFIBER 2cmx45cm dressing|yz5i9|P|2012-10-01
mn7E.|URGOCLEAN 5cmx40cm rope dressing+probe|yz5kr|P|2012-10-01
mn7F.|URGOCLEAN 6cmx6cm dressing|yz5ks|P|2012-10-01
mn7G.|URGOCLEAN 10cmx10cm dressing|yz5kt|P|2012-10-01
mn7H.|URGOCLEAN 15cmx20cm dressing|yz5ku|P|2012-10-01
mn7I.|DRYMAX EXTRA 37cmx56cm dressing|yz5qs|P|2012-10-01
mn7J.|CUREA P2 11cmx11cm dressing|yz5rw|P|2012-10-01
mn7K.|CUREA P2 10cmx20cm dressing|yz5rx|P|2012-10-01
mn7L.|CUREA P2 20cmx20cm dressing|yz5ry|P|2012-10-01
mn7M.|CUREA P2 20cmx30cm dressing|yz5rz|P|2012-10-01
mn7N.|CUTIMED SORBACT HYDROACTIVE 7cmx8.5cm dressing|yz5s0|P|2012-10-01
mn7O.|CUTIMED SORBACT HYDROACTIVE 14cmx14cm dressing|yz5s1|P|2012-10-01
mn7P.|CUTIMED SORBACT HYDROACTIVE 19cmx19cm dressing|yz5s2|P|2012-10-01
mn7Q.|CUTIMED SORBACT HYDROACTIVE 24cmx24cm dressing|yz5s3|P|2012-10-01
p1UA.|SORBION SACHET BORDER 25cmx15cm dressing|yz5uf|P|2012-10-01
p1U8.|SORBION SACHET BORDER 15cmx15cm dressing|yz5ud|P|2012-10-01
p1U9.|SORBION SACHET BORDER 25cmx25cm dressing|yz5ue|P|2012-10-01
p1Z..|DRESSING-CALCIUM ALGINATE 3|yz5iY|P|2012-10-01
p1Z1.|ALGICELL AG 5cmx5cm dressing|yz5iZ|P|2012-10-01
p1Z2.|ALGICELL AG 10.8cmx10.8cm dressing|yz5ia|P|2012-10-01
p1Z3.|ALGICELL AG 10.1cmx20.3cm dressing|yz5ib|P|2012-10-01
p1Z4.|ALGICELL AG 20.3cmx30.5cm dressing|yz5ic|P|2012-10-01
p1Z5.|ASKINA CALGITROL AG 10cmx10cm dressing|yz5id|P|2012-10-01
p1ZB.|CUTIMED ALGINATE 2.5cmx30cm dressing|yz5l6|P|2012-10-01
p1Z7.|ASKINA CALGITROL AG 20cmx20cm dressing|yz5if|P|2012-10-01
p1Z8.|CUTIMED ALGINATE 5cmx5cm dressing|yz5l3|P|2012-10-01
p1Z9.|CUTIMED ALGINATE 10cmx10cm dressing|yz5l4|P|2012-10-01
p1ZA.|CUTIMED ALGINATE 10cmx20cm dressing|yz5l5|P|2012-10-01
p1Z6.|ASKINA CALGITROL AG 15cmx15cm dressing|yz5ie|P|2012-10-01
p1YY.|LYOFOAM MAX 15cmx20cm dressing|yz5l2|P|2012-10-01
p1Y3.|CILGUARD STANDARD 10cmx10cm dressing|yz5iD|P|2012-10-01
p1Y4.|CILGUARD STANDARD 15cmx15cm dressing|yz5iE|P|2012-10-01
p1Y5.|CILGUARD STANDARD 20cmx10cm dressing|yz5iF|P|2012-10-01
p1Y6.|CILGUARD STANDARD 20cmx20cm dressing|yz5iG|P|2012-10-01
p1Y7.|CILGUARD STANDARD 20cmx50cm dressing|yz5iH|P|2012-10-01
p1Y8.|CILGUARD STANDARD 10cmx60cm dressing|yz5iI|P|2012-10-01
p1Y9.|CILGUARD BORDER 10cmx10cm dressing|yz5iJ|P|2012-10-01
p1YA.|CILGUARD BORDER 15cmx15cm dressing|yz5iK|P|2012-10-01
p1YB.|CILGUARD BORDER 20cmx10cm dressing|yz5iL|P|2012-10-01
p1YC.|CILGUARD BORDER 20cmx20cm dressing|yz5iM|P|2012-10-01
p1YD.|CILGUARD BORDER 20cmx50cm dressing|yz5iN|P|2012-10-01
p1YE.|CILGUARD OVERLAP 10cmx10cm dressing|yz5iO|P|2012-10-01
p1YF.|CILGUARD OVERLAP 15cmx15cm dressing|yz5iP|P|2012-10-01
p1YG.|CILGUARD OVERLAP 20cmx10cm dressing|yz5iQ|P|2012-10-01
p1YH.|CILGUARD OVERLAP 20cmx20cm dressing|yz5iR|P|2012-10-01
p1YI.|ADVAZORB LITE 7.5cmx7.5cm dressing|yz5iS|P|2012-10-01
p1YJ.|ADVAZORB LITE 10cmx10cm dressing|yz5iT|P|2012-10-01
p1YK.|ADVAZORB LITE 12.5cmx12.5cm dressing|yz5iU|P|2012-10-01
p1YL.|ADVAZORB LITE 15cmx15cm dressing|yz5iV|P|2012-10-01
p1YM.|ADVAZORB LITE 20cmx20cm dressing|yz5iW|P|2012-10-01
p1YN.|ADVAZORB LITE 10cmx20cm dressing|yz5iX|P|2012-10-01
p1YO.|ALLEVYN GENTLE BORDER 15cmx15cm dressing|yz5js|P|2012-10-01
p1YP.|ALLEVYN GENTLE BORDER MULTISITE 17.1cmx17.9cm dressing|yz5jt|P|2012-10-01
p1YQ.|ADVAZORB 7.5cmx7.5cm non-adhesive dressing|yz5ju|P|2012-10-01
p1YR.|ADVAZORB 12.5cmx12.5cm non-adhesive dressing|yz5jv|P|2012-10-01
p1YS.|ADVAZORB 10cmx20cm non-adhesive dressing|yz5jw|P|2012-10-01
p1YT.|LYOFOAM MAX 10cmx10cm dressing|yz5kx|P|2012-10-01
p1YU.|LYOFOAM MAX 15cmx15cm dressing|yz5ky|P|2012-10-01
p1YV.|LYOFOAM MAX 20cmx20cm dressing|yz5kz|P|2012-10-01
p1YW.|LYOFOAM MAX 7.5cmx8.5cm dressing|yz5l0|P|2012-10-01
p1YX.|LYOFOAM MAX 10cmx20cm dressing|yz5l1|P|2012-10-01
ph9P.|GREENLAN 0.35mm(28gauge) lancet|yz5v9|P|2012-10-01
ph9K.|BGSTAR ULTRA-THIN 0.2mm(33gauge) lancet|yz5r8|P|2012-10-01
ph9L.|MYLIFE 0.3mm(30gauge) lancet|yz5r9|P|2012-10-01
ph9M.|MYLIFE MULTICOLOUR 0.3mm(30gauge) lancet|yz5rA|P|2012-10-01
ph9N.|MYLIFE SAFETY 0.36mm(28gauge) lancet|yz5rB|P|2012-10-01
ph9O.|MENDOR DISCREET 0.32mm(28gauge) lancet|yz5v8|P|2012-10-01
pXq..|LOWER LIMB LYMPHOEDEMA GARMENTS(151)|yz5t6|P|2012-10-01
pXq1.|FARROWWRAP CLASSIC x.small 30mm-40mmHg long legpiece garment|yz5t7|P|2012-10-01
pXqK.|FARROWWRAP CLASSIC x.lge 30mm-40mmHg short thighpiece garmnt|yz5tQ|P|2012-10-01
pXq3.|FARROWWRAP CLASSIC medium 30mm-40mmHg long legpiece garment|yz5t9|P|2012-10-01
pXq4.|FARROWWRAP CLASSIC large 30mm-40mmHg long legpiece garment|yz5tA|P|2012-10-01
pXq5.|FARROWWRAP CLASSIC x.large 30mm-40mmHg long legpiece garment|yz5tB|P|2012-10-01
pXq6.|FARROWWRAP CLASSIC XS 30mm-40mmHg regular thighpiece garment|yz5tC|P|2012-10-01
pXq7.|FARROWWRAP CLASSIC sml 30mm-40mmHg regular thighpiece garmnt|yz5tD|P|2012-10-01
pXq8.|FARROWWRAP CLASSIC med 30mm-40mmHg regular thighpiece garmnt|yz5tE|P|2012-10-01
pXq9.|FARROWWRAP CLASSIC lge 30mm-40mmHg regular thighpiece garmnt|yz5tF|P|2012-10-01
pXqA.|FARROWWRAP CLASSIC XL 30mm-40mmHg regular thighpiece garment|yz5tG|P|2012-10-01
pXqB.|FARROWWRAP CLASSIC x.sml 30mm-40mmHg long thighpiece garment|yz5tH|P|2012-10-01
pXqC.|FARROWWRAP CLASSIC small 30mm-40mmHg long thighpiece garment|yz5tI|P|2012-10-01
pXqD.|FARROWWRAP CLASSIC med 30mm-40mmHg long thighpiece garment|yz5tJ|P|2012-10-01
pXqE.|FARROWWRAP CLASSIC large 30mm-40mmHg long thighpiece garment|yz5tK|P|2012-10-01
pXqF.|FARROWWRAP CLASSIC x.lge 30mm-40mmHg long thighpiece garment|yz5tL|P|2012-10-01
pXqG.|FARROWWRAP CLASSIC XS 30mm-40mmHg short thighpiece garment|yz5tM|P|2012-10-01
pXqH.|FARROWWRAP CLASSIC sml 30mm-40mmHg short thighpiece garment|yz5tN|P|2012-10-01
pXqI.|FARROWWRAP CLASSIC med 30mm-40mmHg short thighpiece garment|yz5tO|P|2012-10-01
pXqJ.|FARROWWRAP CLASSIC lge 30mm-40mmHg short thighpiece garment|yz5tP|P|2012-10-01
pXq2.|FARROWWRAP CLASSIC small 30mm-40mmHg long legpiece garment|yz5t8|P|2012-10-01
pXOz.|ADVANCE 1 extra small plus/F054699 (14-18mmHg) long sleeve|yz5lW|P|2012-10-01
pXOe.|JOBST BELLA LITE sml/75276-04 C2(20-30mmHg) armsleeve+band|yz5in|P|2012-10-01
pXOf.|JOBST BELLA LITE med/75277-04 C2(20-30mmHg) armsleeve+band|yz5io|P|2012-10-01
pXOg.|JOBST BELLA LITE lge/75278-04 C2(20-30mmHg) armsleeve+band|yz5ip|P|2012-10-01
pXOh.|JOBST BELLA LITE small/75282-03 C2(20-30mmHg) gauntlet+thumb|yz5iq|P|2012-10-01
pXOi.|JOBST BELLA LITE med/75283-03 C2(20-30mmHg) gauntlet+thumb|yz5ir|P|2012-10-01
pXOj.|JOBST BELLA LITE lge/75284-03 C2(20-30mmHg) gauntlet+thumb|yz5is|P|2012-10-01
pXOk.|ADVANCE 1 extra small plus/F054633 (14-18mmHg) normal sleeve|yz5lH|P|2012-10-01
pXOl.|ADVANCE 1 small plus/F054634 (14-18mmHg) normal sleeve|yz5lI|P|2012-10-01
pXOm.|ADVANCE 1 medium plus/F054635 (14-18mmHg) normal sleeve|yz5lJ|P|2012-10-01
pXOn.|ADVANCE 1 large plus/F054636 (14-18mmHg) normal sleeve|yz5lK|P|2012-10-01
pXOo.|ADVANCE 1 extra large plus/F054637 (14-18mmHg) normal sleeve|yz5lL|P|2012-10-01
pXOp.|ADVANCE 1 extra small plus/F054694 (14-18mmHg) normal sleeve|yz5lM|P|2012-10-01
pXOq.|ADVANCE 1 small plus/F054695 (14-18mmHg) normal sleeve|yz5lN|P|2012-10-01
pXOr.|ADVANCE 1 medium plus/F054696 (14-18mmHg) normal sleeve|yz5lO|P|2012-10-01
pXOs.|ADVANCE 1 large plus/F054697 (14-18mmHg) normal sleeve|yz5lP|P|2012-10-01
pXOt.|ADVANCE 1 extra large plus/F054698 (14-18mmHg) normal sleeve|yz5lQ|P|2012-10-01
pXOu.|ADVANCE 1 extra small plus/F054638 (14-18mmHg) long sleeve|yz5lR|P|2012-10-01
pXOv.|ADVANCE 1 small plus/F054639 (14-18mmHg) long sleeve|yz5lS|P|2012-10-01
pXOw.|ADVANCE 1 medium plus/F054640 (14-18mmHg) long sleeve|yz5lT|P|2012-10-01
pXOx.|ADVANCE 1 large plus/F054641 (14-18mmHg) long sleeve|yz5lU|P|2012-10-01
pXOy.|ADVANCE 1 extra large plus/F054642 (14-18mmHg) long sleeve|yz5lV|P|2012-10-01
